atlasId,atlasName,cohortId,name
243,COVID ID1 v1,243,COVID ID1 v1
244,COVID ID2 v1,244,COVID ID2 v1
245,COVID ID3 v1,245,COVID ID3 v1
246,COVID ID4 v1,246,COVID ID4 v1
